CompleteStoreName,FoodType,AverageRating,Reviewers,City
Ichiban Mini Wok,asian,5,12,singapore
SIMPLEburger,burgers,4.8,6,singapore
Cornerstone Pasta & Grill,italian,4.8,15,singapore
Ramen King,japanese,4.7,25,singapore
Ipoh Tuck Kee,malaysian,4.9,15,singapore
Fook Kong Soya Bean Drink,beverages,5,54,singapore
Majestic Restaurant,chinese,5,60,singapore
Mamma Mia Trattoria E Caffe,pasta,5,7,singapore
Top Corner Kitchen,western,3.9,18,singapore
Onoshi,japanese,4.9,10,singapore
Sin Xiang Kee,chinese,4.9,131,singapore
LYFen Pork Trotter Rice,chinese,3.7,6,singapore
Boss Tofu,curry,4.9,14,singapore
Yong Tau Fu by Xiang Garden,chinese,4.9,9,singapore
A Noodle Story,asian,4.9,13,singapore
QING NIAN CHUN,beverages,5,13,singapore
Butter Bowl,american,5,7,singapore
Tea Hunters,bubble tea,4.9,102,singapore
Maggiano,pizza,5,79,singapore
Al Ameen Restaurant,malaysian,4.4,15,singapore
Food Library Western,western,5,79,singapore
Good Bites,pasta,4,11,singapore
MR RAMEN,japanese,5,289,singapore
BCS Smash Burger,burgers,5,6,singapore
Lao Da Mala Xiang Guo,mala xiang guo,4.7,51,singapore
Tan Ji Seafood Soup,soups,4.9,71,singapore
Lola's,western,5,57,singapore
Fernando's Pizza,pizza,4.9,112,singapore
Ange By Praj,indian,5,42,singapore
Burger Geprek,american,5,2265,singapore
Signature  Restaurant,indian,4.8,411,singapore
Barrio Caliente,mexican,4.6,28,singapore
MR,indian,4.9,60,singapore
Biryani Concepts,indian,4.9,215,singapore
Sichuan Alley,chinese,4.9,37,singapore
12 Roasted,rice dishes,4.9,283,singapore
Bowl & Grill,rice dishes,4.9,15,singapore
Cha Re Re,korean,5,29,singapore
Yu Xiang Yian Dessert,dessert,4.9,232,singapore
Ling Hui Seafood,seafood,4.9,278,singapore
Al Rsak Indian Food,indian,4.8,481,singapore
Haakon Superfoods & Juice,healthy,4.9,1457,singapore
Arcade Fish Soup,soups,5,434,singapore
Boon Tat Street BBQ Seafood,chinese,3.3,15,singapore
Old Shifu Charcoal Porridge,porridge,5,1198,singapore
Ronda Grill,pasta,5,482,singapore
OK Chicken Rice,chicken rice,4.9,219,singapore
Monzen Izakaya and Grill,japanese,4.9,8,singapore
Huaikhwang Thai Delicacy,thai,4.7,11,singapore
Hong Ji Mian Shi Jia,asian,4.6,6,singapore
Fish Ball Noodles,noodles,4.9,980,singapore
Feng Fried Rice,asian,4.8,5,singapore
Prata Alley,indian,5,957,singapore
Yong Tau Foo,chinese,5,1054,singapore
Tanamera Coffee,coffee,5,42,singapore
Mom's Hug,asian,4.2,9,singapore
Ah Yee Congee,porridge,4.3,8,singapore
Baan Kanom Thai,thai,5,123,singapore
Yew Kee Duck Rice,rice dishes,4.9,775,singapore
Genki Sushi,sushi,5,933,singapore
Menya Aoi,japanese,5,42,singapore
Toast & Roll By Swee Heng,cakes,5,13,singapore
Nine Tales Tea,bubble tea,4.9,218,singapore
Yassin Kampung Seafood,asian,4.5,281,singapore
Xin Hong Yun Chicken Rice & Wanton Mee,chinese,5,524,singapore
Suju Japanese Restaurant,japanese,5,520,singapore
33 Zhi Char,chinese,5,177,singapore
Happy Chef Kitchen,chinese,4.8,384,singapore
Ministry Of Pasta And Grill,pasta,4.9,81,singapore
The Penny Black,western,4.9,48,singapore
Habib's Express Indian Muslim Food,indian,4.9,46,singapore
Le Petit Croissant,bakery,5,43,singapore
Fahzilaah Halal Food,malaysian,5,577,singapore
Moghul Mahal Restaurant,indian,4.7,96,singapore
ACEITUNA MEXICANA TAI SENG POINT,chicken,5,256,singapore
Three Nuts Baker,bakery,5,109,singapore
Skinny Chef,western,4,17,singapore
Muallaf Kitchen,asian,4.9,41,singapore
Sakunthala's Restaurant,indian,4.9,1668,singapore
Hao Ji Roasted,rice dishes,4.9,436,singapore
Antoheetos by The Soup Spoon,mexican,4.7,60,singapore
Rong Liang Ge,chinese,4.8,694,singapore
Mee Bagus,noodles,5,508,singapore
Sing Swee Kee Chicken Rice,chicken,4.9,272,singapore
Ong Kee Seafood Restaurant,chinese,5,493,singapore
688 Eating House,chinese,5,536,singapore
Wen Chang Kee Hainanese Chicken Rice,chicken rice,4.8,977,singapore
Le Petit Croissant,bakery,5,225,singapore
Bird Avenue,western,4.8,5,singapore
McDonald's,fast food,4.9,5972,singapore
Rong Yao Chen,chinese,4.9,73,singapore
Xian Wei Fish Soup,chinese,4.3,10,singapore
KM Ramen,japanese,4.3,16,singapore
Zhou Zhen Zhen Nanchang Noodles,chinese,2.7,17,singapore
Yan Lai Ju,chinese,4.9,456,singapore
The Cake Shop,cakes,4.9,27,singapore
Sixth Floor Oyster Cake,chinese,4.9,75,singapore
Kopi Korner,beverages,4.9,240,singapore
Isshin Machi,chinese,5,94,singapore
KATSU IZAKAYA,japanese,5,6,singapore
Delight Seafood,seafood,4.3,68,singapore
Sri Bistari Cafe,seafood,4.9,46,singapore
Cat & the Fiddle,cakes,5,530,singapore
Namu Bulgogi,korean,4.9,42,singapore
The Social Space,western,5,20,singapore
Simply Indiann,indian,4.8,63,singapore
Sambalicious,seafood,4.7,154,singapore
Hatchan's Takoyaki,japanese,4.8,104,singapore
FIVE TAPAS BAR,western,4.9,9,singapore
Red Ginger Thai Cuisine,thai,4.6,17,singapore
Emogi Japanese Cuisine,japanese,4.9,168,singapore
Crystal Jade Hong Kong Kitchen,chinese,4.9,146,singapore
espresso,coffee,4.9,16,singapore
House of Thai,thai,4.2,13,singapore
Rasa Rasa Food Fiesta Restaurant LLP,malaysian,5,3445,singapore
Indulge,fried chicken,5,97,singapore
Master Leong Seafood,seafood,4.9,1231,singapore
Let Try Thai Street Food,thai,4.7,7,singapore
NATURE PARK F&B 418,asian,4.7,49,singapore
Fernando's Pizza,pizza,4.9,75,singapore
Rasa Istimewa Restaurant,fried rice,5,25,singapore
Yu Ling Yong Tau Foo,asian,4.9,24,singapore
Justeat Nasi Lemak And Economic Bee Hoon,chinese,5,1562,singapore
Chang Jiang Seafood Restaurant,seafood,4.9,210,singapore
Juewei,chinese,4.9,6,singapore
Ishiro Fusion Bowl,japanese,5,1673,singapore
Curry & Curry,rice dishes,4.9,63,singapore
Datouxia Big Prawn Noodle,asian,5,61,singapore
OON OON JIAK BEEHOON,chinese,4,66,singapore
Ju Bao Xuan Mala Hotpot,chinese,4.8,9,singapore
Haru Sushi,sushi,5,29,singapore
Mao You Sarawak Kolomee And Laksa,noodles,4.9,98,singapore
,chinese,5,50,singapore
Turkish Kebab Corner,middle eastern,4.9,300,singapore
22g,coffee,5,11,singapore
xi de li,chinese,4.9,76,singapore
Saboten,japanese,5,23,singapore
So Green Vegetarian,vegetarian,5,139,singapore
Baraka Kebab,middle eastern,4.9,60,singapore
Emogi Italian Fusion,italian,4.8,5,singapore
AH HWA NOODLE HOUSE,chinese,5,450,singapore
Seoul Yummy,korean,4.9,42,singapore
Thanjai Thai,thai,4.6,22,singapore
Starbucks,coffee,5,131,singapore
CHICKEN RICE EXPRESS,asian,1.9,6,singapore
Renee's Western,western,4.9,404,singapore
Tipo Strada,pasta,4.9,206,singapore
Thien Long Vietnamese Restaurant Food,vietnamese,4.6,12,singapore
Allauddin's Briyani,indian,4.9,328,singapore
Jiaye Tonic Shop,tea,5,40,singapore
Feng Ji Hainanese Boneless Chicken Rice,chicken rice,4.9,70,singapore
Donburi No Tatsujin,rice dishes,4.9,554,singapore
Wangxiaozan,chinese,4.8,11,singapore
Luke's Lobster,sandwiches,5,9,singapore
Aiman Cafe Seafood,asian,5,51,singapore
Chuang Yi Seafood,seafood,4.9,224,singapore
Soon Heng Prawn Noodles,chinese,5,154,singapore
Teck Seng Bee Claypot Rice,chinese,5,309,singapore
Monster Chili Grilled Fish and Mala Hot Pot,mala xiang guo,5,283,singapore
Meet Meat by JWS Grille Factory,chicken,5,1739,singapore
LAO 2 SOUP,soups,4.9,865,singapore
iCON Steaks,american,4.9,177,singapore
Ji De Chi Dessert,dessert,5,195,singapore
Hao Yun Lai Chinese BBQ,asian,4.8,73,singapore
Satay Pak Rif,singaporean,4.9,175,singapore
PANG PANG WESTERN FOOD,grill,5,81,singapore
TAAN IZA,japanese,4.8,28,singapore
Ah Orh Seafood Restaurant,fried rice,3.5,10,singapore
Sultan Palace Turkish and Lebanese Restaurant,middle eastern,3.6,26,singapore
Drinks & Desserts,beverages,5,21,singapore
Bibimbap Dosirak,korean,5,29,singapore
Dough Culture,snacks,5,875,singapore
Chop Steak Western Cuisine,western,4.9,723,singapore
Golden Mile Mookata,thai,4.6,5,singapore
Chopstix & Rice,indonesian,4.8,31,singapore
Chocolate Origin,cakes,5,40,singapore
PUTRA MINANG RESTAURANT,indonesian,4.9,121,singapore
Campur Nasi Padang,seafood,5,168,singapore
FuLee BBQ,chinese,4.9,237,singapore
253 Satay,asian,4.6,7,singapore
Keitaku Mazesoba,japanese,5,46,singapore
Super Shiok Nasi Lemak,nasi lemak,4.9,309,singapore
Aishwarya Kitchen,indian,4.8,449,singapore
Hougang 684 BBQ Seafood,malaysian,4.9,157,singapore
Hong Wan Kei Ipoh Hainanese Chicken Rice,malaysian,4.8,21,singapore
M Path Western Food,western,4.9,176,singapore
612 Japanese & Korean,japanese,5,26,singapore
Saravanaa Bhavan,indian,4.5,115,singapore
Pot Master,asian,4.9,72,singapore
NH44 Kashkan,indian,5,8,singapore
Imperial Fish Soup,healthy,4.7,12,singapore
First Street Teochew Fish Soup,soups,4.9,147,singapore
Chef Kin HK Wanton Noodle,asian,4.8,108,singapore
MC Thai Kitchen,thai,4.9,7,singapore
Donatzu,asian,5,23,singapore
Sichuan Tianfu Restaurant,chinese,4.9,12,singapore
1A Heritage,curry,4.9,171,singapore
Butter Studio,cakes,5,52,singapore
Beach Road Curry Rice,curry,4.8,445,singapore
Earle Swensen's,western,5,43,singapore
Sin Chao Culinary,asian,4.9,37,singapore
Mama Don,rice dishes,4.9,110,singapore
Dewgather,western,3,12,singapore
Wang Da Shen Chicken Wing & Satay,chicken wings,4.9,821,singapore
Tea Wiches,sandwiches,4,25,singapore
Chic,fried chicken,5,1350,singapore
Ee Han Kuey Tiao Kai,chinese,4.9,7,singapore
TL Beehoon,singaporean,4.3,5,singapore
KAZA KEBAB,middle eastern,4.9,222,singapore
Tian Feng Taiwan Food,chinese,1.2,5,singapore
Dongbei Chuan Cai,asian,4.9,154,singapore
Rasa Sindo,malaysian,4.9,607,singapore
Red Dot Ma La Hotpot,chinese,4.9,7,singapore
Thai Kup Baan Dee Dee,thai,4.2,26,singapore
Uncle Leong Signatures,chinese,4.5,5,singapore
YAYOI Japanese Restaurant,japanese,4.9,633,singapore
Ben Thanh Night Market Vietnamese Cuisine,chinese,4.2,79,singapore
Bread Yard,western,4.8,82,singapore
Helen's Mini Wok,chinese,4.8,153,singapore
Waffletown,pancakes and waffles,5,307,singapore
Odeon Beef Noodle,noodles,4.8,113,singapore
Lavender Rice Kitchen,nasi lemak,4.9,608,singapore
Yuu Xiang Dam,dessert,4.8,18,singapore
WOK HEY,fried rice,5,1423,singapore
Kefan Japanese Korean Cuisine,seafood,4.9,1235,singapore
Long Phung,vietnamese,4.9,1171,singapore
Yi Ji Fried Hokkien Prawn Mee,noodles,4.6,49,singapore
Hororok Soups & Stews,soups,4.7,31,singapore
Cui Xiang Yuan Restaurant,chinese,4.7,359,singapore
Tam Kah,fried rice,4.1,10,singapore
D'life Signature,fried rice,5,189,singapore
786 Sabira Indian Muslim Food Shenton Way Mee Goreng,indian,5,3238,singapore
Xing Long Fish Soup,soups,4.9,1967,singapore
150 Green Vegetarian,noodles,4.9,762,singapore
Grain Traders,healthy,5,23,singapore
Superitto,mexican,4.8,230,singapore
Fa Ji Dessert,dessert,5,42,singapore
The Cold Cup,beverages,5,104,singapore
Nau Tea,dessert,5,13,singapore
Bondi Grill & Wine,western,4.9,10,singapore
Jalan Tua Kong San Yuan Noodle,chinese,4.9,20,singapore
Ganh Xua Banh Mi,vietnamese,5,27,singapore
Li Ji Coffee House,asian,4.9,254,singapore
EGG THAI,thai,4.9,258,singapore
Xiang Xiang Seafood Kitchen,chinese,4.8,215,singapore
Dynasty Seafood Restaurant Changi Simei,chinese,4.7,534,singapore
Jaggi's Northern Indian Cuisine,indian,4.9,4272,singapore
Yaki Yaki Bo,japanese,4.9,132,singapore
Ananda Bhavan Restaurant,indian,4.9,385,singapore
Lai Delicious,beverages,4.9,54,singapore
Shang Hai Shi Xiang Ge,chinese,5,124,singapore
3 Treasures Vegetarian,vegetarian,5,217,singapore
Skinny Chef,western,4.9,18,singapore
House Of Pasta,pasta,4.9,7,singapore
PrimaDeli,cakes,4.9,396,singapore
Chai's Teppanyaki Omu Curry Rice & Donburi,asian,5,15,singapore
Pacto by Parchmen,dessert,5,33,singapore
An Nurul Indian Muslim Food,indian,5,29,singapore
The Banana Leaf Apolo,indian,4.9,294,singapore
Teng Bespoke Vegetarian Japanese Dining,japanese,5,91,singapore
John's Pizzeria & Bakery,pizza,4.2,20,singapore
Maa Kin Thai Food,thai,4.8,212,singapore
Jin Pin Tang Hai Xian Guan,chinese,3.1,12,singapore
Nenek Recipe,indonesian,4.9,9023,singapore
moments' by JWS Grille Factory,western,4.8,17,singapore
Rayeesa Malay Food,asian,5,376,singapore
,chinese,5,24,singapore
Yassin Kampung,asian,4.3,1265,singapore
The Plant Food,vegetarian,5,174,singapore
Samrang Indonesian Cuisine,indonesian,4.9,6,singapore
Mr,fried rice,5,63,singapore
MP Thai,thai,5,26,singapore
Hong Long Boneless Chicken Rice,chicken rice,4.8,631,singapore
Chuan Court Sichuan Cuisine Mala Hot Pot,mala xiang guo,3.1,6,singapore
Banh Mi Bae,vietnamese,4.9,38,singapore
Ipoh River Fish Tai Pai Tong,malaysian,5,188,singapore
Kenangan Coffee,beverages,5,73,singapore
Ananda Kitchen,indian,4.9,67,singapore
Ma Maison Kitchen,japanese,4.6,9,singapore
1981 Kelvin's Grill,american,4.9,8,singapore
Chewy Junior,dessert,5,69,singapore
,chinese,4.9,16,singapore
Grain Traders,healthy,5,19,singapore
Thai Bao,indonesian,5,43,singapore
Tenderbest,western,5,408,singapore
Xiang Ju Singapore,asian,5,14,singapore
Beyond Fruit,dessert,4.7,10,singapore
PINWEI MALA,chinese,4.7,8,singapore
13,mediterranean,4.6,7,singapore
Don Dae Bak,korean,4.8,19,singapore
Koufu Japanese & Korean,seafood,5,301,singapore
Shakey,pizza,4.9,440,singapore
,asian,3.4,23,singapore
Viet,vietnamese,4.8,141,singapore
Jing Chicken Pot,american,4.9,38,singapore
Una Una,japanese,4.9,46,singapore
Parkson Bak Kut Teh,chinese,5,726,singapore
Skosh,japanese,5,93,singapore
Saigon Legend,vietnamese,4.7,15,singapore
Yen Izakaya Premium,japanese,4.8,93,singapore
Francesca's,pasta,4.9,78,singapore
Divine Artisan,cakes,4.9,51,singapore
Waa Cow,rice dishes,4.9,10,singapore
IVINS Peranakan Restaurant,singaporean,5,23,singapore
Popeyes,fried chicken,5,628,singapore
All day breakfast cafe 21,western,4.8,101,singapore
Singapore Banana Leaf,indian,4.6,67,singapore
Whitley Road Big Prawn Noodle,chinese,4.7,16,singapore
Kaffe & Toast,thai,4.9,205,singapore
Xi De Li,chinese,5,47,singapore
Lao Cheng Du Mala,chinese,4.9,270,singapore
Funtastic Nasi Lemak,singaporean,5,12,singapore
Thai Bistro At The Park,thai,2.9,5,singapore
Ambur Star Briyani,indian,4.8,16,singapore
The Mind Cafe,cakes,4.8,40,singapore
TEA PULSE,tea,5,185,singapore
Sheik Allauddin Briyani & Indian Muslim Food,indian,4.7,14,singapore
Tenderbest Makcik Tuckshop,western,5,2339,singapore
Lai Fa Japanese & Fish Soup,seafood,5,157,singapore
Ariff,asian,4.6,23,singapore
GUM GANG WON,korean,4.9,69,singapore
SSHIOK THAI,thai,4.9,12,singapore
Bee Hong Hainanese Chicken Rice,chicken rice,4.9,70,singapore
Simply Hainanese Chicken Rice,asian,5,11,singapore
Huat Heng Desserts,dessert,4.8,113,singapore
OMMAS,rice dishes,5,485,singapore
King of Fried Rice,fried rice,4.9,325,singapore
Bao Bao Japanese Cuisine,japanese,4.7,49,singapore
Monday Coffee Bar,dessert,5,5,singapore
Sunshine Bak Kut Teh,asian,4.8,22,singapore
Hengli Kampung Nasi Lemak Nasi Padang,rice dishes,4.9,46,singapore
BBQ,chinese,4.9,379,singapore
TheJellyHearts,cakes,5,41,singapore
Creamed,pasta,5,413,singapore
Indo Padang & Soup,indonesian,4.9,137,singapore
Corner Fruit Juice,beverages,4.9,23,singapore
EggTalk,asian,4.9,194,singapore
Heng Heng Curry Rice,curry,3.9,39,singapore
THAI MACIK,asian,4.5,147,singapore
Eat 3 Bowls,asian,4.9,290,singapore
Le Thai Mookata,thai,4.9,9,singapore
Antonio,western,4.8,16,singapore
Jing Xin Vegetarian,dessert,5,172,singapore
Shahana's Teh Tarik,tea,5,92,singapore
Monsoon Masala,indian,3.1,6,singapore
,chinese,4.9,72,singapore
Fuyuan Mala,asian,4.8,136,singapore
Oh My Don,rice dishes,5,117,singapore
Arabian Kings,indian,4.9,272,singapore
Old Chang Kee,snacks,5,323,singapore
Fitra Chicken Rice,chicken rice,4.7,20,singapore
Pasta Fresca,pasta,5,39,singapore
Jumbo Briyani,indian,4.9,414,singapore
TAG Espresso,coffee,4.9,5,singapore
My Curry Rice,rice dishes,4.9,109,singapore
GoJo 5 Mala Hotpot,mala xiang guo,4.7,21,singapore
Localious,asian,4.8,20,singapore
Legendary Porridge,porridge,4.9,1986,singapore
Hello Arigato,japanese,5,116,singapore
Ganh Xua Banh Mi,vietnamese,4.8,81,singapore
Nasty Cookie,dessert,5,51,singapore
Original Simon Road Hokkien Mee,chinese,4.8,88,singapore
Kashmiri Curry House a Kashmiri Style Kebab & Grill & Biryani Multi Cuisine Restaurant,indian,3.5,37,singapore
TELUR THAI,thai,4.9,429,singapore
Family,western,4.6,53,singapore
Party Poori by Chef Annil,indian,5,37,singapore
The Berry Spot,dessert,4.9,19,singapore
Thai Noodle House,thai,4.7,40,singapore
Shami Banana Leaf,indian,4.8,37,singapore
Chang Lai Ju Seafood BBQ,chinese,4.6,7,singapore
Koung's Wan Tan Mee,singaporean,4.9,34,singapore
Paris Van Java,indonesian,4.8,6,singapore
Tuk Tuk Cha,thai,4.9,17,singapore
Changi Village Satay,asian,4.9,24,singapore
Thumbs Up Claypot,singaporean,4.9,25,singapore
Super Loco,mexican,4.5,18,singapore
Big Appetite Food Court,noodles,4.9,14,singapore
Dal,korean,5,52,singapore
Kin Aroy Thai,thai,4.8,580,singapore
Tai Cheong Bakery,chinese,4.9,234,singapore
57,asian,5,8,singapore
Bol,healthy,5,12,singapore
Palm Garden Western & Grill,western,4.9,10,singapore
Al Ihshan Mee Combo House Mutton Soup,indian,5,24,singapore
Jin Yu Man Tang Dessert,dessert,4.9,358,singapore
Jiu Xiang Fish Soup & Noodles,chinese,4.9,116,singapore
Mayflower Pig's Organ Soup & Chilli Pan Mee,soups,4.9,184,singapore
Sangwoo Street,korean,5,261,singapore
Pu Tian Ke,asian,4.9,658,singapore
Helen Japanese & Korean,korean,4.3,7,singapore
Suria Food,indian,4.8,17,singapore
D'Rubinah Eating Place,indian,4.9,515,singapore
Gebilaowang Bak Kut Teh,soups,4.9,194,singapore
Deliz Street,singaporean,4.9,25,singapore
KK BAN MIAN,soups,4.9,49,singapore
56 Western,asian,5,8,singapore
Syed Cafe,asian,3.9,5,singapore
New ManLee,soups,4.7,29,singapore
Din Tai Fung,chinese,5,184,singapore
The Good Boys,rice dishes,5,153,singapore
Al Makan,indian,4.7,1129,singapore
Heng Heng BBQ Chicken Wings & Satay,chicken,4.9,498,singapore
Craze Kitchen,pasta,4.9,537,singapore
Jin Jiak Ho Grill Western,western,4.9,21,singapore
Fry Shack,western,3.9,20,singapore
Yeastside Sourdough Pizza,pizza,5,6,singapore
Ramen Hitoyoshi,ramen,4.9,17,singapore
Easy Eatz Sg,filipino,5,21,singapore
Japanese Food,japanese,4.9,755,singapore
Ha,korean,5,163,singapore
ARIFF'S RESTAURANT,indian,4.9,3321,singapore
Chennai Karaikudi Authentic,indian,3.8,18,singapore
Island Bistro,asian,4.2,39,singapore
Western Wild Wild,western,5,16,singapore
Nasi Padang Muslim Food,rice dishes,5,919,singapore
Hua Shuang Mala Hotpot,mala xiang guo,4.9,637,singapore
Hao Ju Ban Mian Fish Soup,noodles,4.7,199,singapore
OE Salad Bar,asian,4.9,70,singapore
Burp Kitchen & Bar,american,4.8,11,singapore
SOI 72 Thai Bistro,thai,4.9,423,singapore
Aaqil Indian Muslim food,indian,5,2226,singapore
Malaysia Boleh,malaysian,4.9,6406,singapore
Healthy Japanese And Korean,seafood,5,177,singapore
Gimee Face,noodles,4.9,155,singapore
Froz Bakery Cafe,bakery,5,47,singapore
Hong Style Fried Rice,chinese,4.9,109,singapore
Hup Lee Fried Bee Hoon,noodles,5,7,singapore
90s Dessert Corner,dessert,5,11,singapore
Phat Fingers Korean Fried Chicken & Burgers,american,4.7,37,singapore
Chan's Wanton Noodle And Fish Soup,chinese,4.3,90,singapore
Prata Master,indian,4.2,20,singapore
The Boneless Kitchen,vegetarian,5,415,singapore
Chicken Rice,chicken,4.9,336,singapore
Yon Ho Hainanese Cuisine,chinese,4.8,261,singapore
Lai Lai Xing Fishball Noodle,noodles,4.4,190,singapore
Bounce Teochew Fishball Noodles,noodles,5,144,singapore
The Semma Bistro,indian,4.9,42,singapore
Maji Curry,japanese,5,84,singapore
Pu Tian Xing Hua Restaurant,chinese,4.8,157,singapore
Nummun Thai Kitchen,thai,4.9,200,singapore
Zheng Wei Braised Duck Noodle & Rice,chinese,4.8,27,singapore
Kpt 401 BBQ Seafood,seafood,4.9,586,singapore
Junior Kuppanna,indian,4.4,392,singapore
Hot Kitchen,chicken,4.4,40,singapore
TamJai SamGor Mixian,chinese,5,21,singapore
1 Claypot Delights,chinese,4.9,15,singapore
Three Buns by Potato Head,american,5,351,singapore
,dessert,4,41,singapore
Sarigama Grand Indian Restaurant,indian,4.6,39,singapore
Madura's Vilas,indian,4.7,783,singapore
Jjigae Jjigae,soups,4.9,77,singapore
Bloom Cafe and Wine Bar,western,5,5,singapore
Haidilao Express,chinese,3.7,9,singapore
Pai Nai Kin Khao,thai,5,10,singapore
AA Badok Seafood,fried rice,4.7,755,singapore
